AÑO,LOCAL_EQUIPO,LOCAL_VICTORIAS, LOCAL_DERROTAS, LOCAL_EMPATES, LOCAL_GOL,LOCAL_GOL_HT  ,LOCAL_AMARILLA ,LOCAL_ROJA,LOCAL_TIRO_ARCO,VISITA_EQUIPO,VISITA_VICTORIAS, VISITA_DERROTAS, VISITA_EMPATES, VISITA_GOL,VISITA_GOL_HT  ,VISITA_AMARILLA ,VISITA_ROJA,VISITA_TIRO_ARCO
2004,ARSENAL, 7 , 0 , 2 , 16 , 7 , 13 , 1 , 68 ,SOUTHAMPTON, 2 , 3 , 4 , 8 , 5 , 12 , 0 , 74 ,1
2004,LEEDS, 2 , 4 , 4 , 9 , 5 , 24 , 1 , 55 ,WOLVES, 0 , 8 , 2 , 24 , 10 , 20 , 0 , 100 ,1
2004,LEICESTER, 2 , 3 , 5 , 13 , 6 , 16 , 2 , 62 ,BOLTON, 3 , 5 , 2 , 21 , 4 , 11 , 1 , 74 ,0
2004,BIRMINGHAM, 3 , 3 , 3 , 8 , 3 , 14 , 2 , 43 ,EVERTON, 1 , 6 , 2 , 16 , 10 , 10 , 1 , 65 ,1
2004,BLACKBURN, 3 , 5 , 1 , 13 , 7 , 16 , 1 , 73 ,NEWCASTLE, 2 , 2 , 5 , 16 , 8 , 16 , 1 , 55 ,0
2004,CHARLTON, 3 , 3 , 3 , 13 , 7 , 12 , 2 , 48 ,TOTTENHAM, 1 , 6 , 2 , 15 , 5 , 15 , 0 , 80 ,-1
2004,FULHAM, 5 , 3 , 2 , 16 , 8 , 12 , 1 , 56 ,ASTON VILLA, 1 , 6 , 3 , 16 , 5 , 10 , 0 , 60 ,-1
2004,LIVERPOOL, 4 , 4 , 1 , 15 , 5 , 10 , 0 , 70 ,MAN CITY, 3 , 5 , 2 , 14 , 4 , 14 , 1 , 59 ,1
2004,MAN UNITED, 8 , 1 , 1 , 24 , 12 , 10 , 0 , 73 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,-1
2004,PORTSMOUTH, 5 , 4 , 0 , 18 , 6 , 19 , 0 , 62 ,CHELSEA, 6 , 2 , 2 , 9 , 4 , 15 , 0 , 45 ,-1
2004,BOLTON, 2 , 1 , 6 , 10 , 5 , 17 , 0 , 86 ,MAN CITY, 3 , 5 , 2 , 14 , 4 , 14 , 1 , 59 ,-1
2004,CHARLTON, 3 , 3 , 3 , 13 , 7 , 12 , 2 , 48 ,BLACKBURN, 3 , 5 , 2 , 14 , 8 , 12 , 1 , 72 ,1
2004,CHELSEA, 7 , 1 , 1 , 20 , 12 , 7 , 1 , 52 ,ARSENAL, 6 , 0 , 4 , 6 , 3 , 18 , 0 , 52 ,-1
2004,MAN UNITED, 8 , 1 , 1 , 24 , 12 , 10 , 0 , 73 ,LEEDS, 2 , 6 , 1 , 25 , 10 , 7 , 0 , 76 ,0
2004,NEWCASTLE, 4 , 3 , 3 , 14 , 6 , 14 , 0 , 90 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,1
2004,SOUTHAMPTON, 5 , 4 , 1 , 11 , 4 , 13 , 1 , 75 ,EVERTON, 1 , 6 , 2 , 16 , 10 , 10 , 1 , 65 ,0
2004,WOLVES, 3 , 2 , 3 , 10 , 2 , 15 , 0 , 34 ,FULHAM, 3 , 4 , 2 , 15 , 8 , 13 , 1 , 72 ,1
2004,ASTON VILLA, 5 , 1 , 3 , 13 , 8 , 9 , 0 , 69 ,BIRMINGHAM, 4 , 3 , 2 , 8 , 2 , 16 , 3 , 60 ,0
2004,TOTTENHAM, 4 , 5 , 1 , 14 , 3 , 15 , 0 , 69 ,LEICESTER, 2 , 6 , 1 , 18 , 9 , 13 , 1 , 66 ,0
2004,ARSENAL, 7 , 0 , 2 , 16 , 7 , 13 , 1 , 68 ,CHARLTON, 5 , 2 , 3 , 8 , 5 , 20 , 0 , 82 ,1
2004,BLACKBURN, 3 , 5 , 1 , 13 , 7 , 16 , 1 , 73 ,SOUTHAMPTON, 2 , 3 , 4 , 8 , 5 , 12 , 0 , 74 ,0
2004,EVERTON, 5 , 2 , 3 , 15 , 9 , 16 , 1 , 70 ,ASTON VILLA, 1 , 6 , 3 , 16 , 5 , 10 , 0 , 60 ,1
2004,FULHAM, 5 , 3 , 2 , 16 , 8 , 12 , 1 , 56 ,MAN UNITED, 7 , 2 , 0 , 6 , 2 , 19 , 1 , 37 ,0
2004,LEICESTER, 2 , 3 , 5 , 13 , 6 , 16 , 2 , 62 ,WOLVES, 0 , 8 , 2 , 24 , 10 , 20 , 0 , 100 ,0
2004,MAN CITY, 2 , 3 , 4 , 15 , 3 , 12 , 1 , 87 ,CHELSEA, 6 , 2 , 2 , 9 , 4 , 15 , 0 , 45 ,-1
2004,LEEDS, 2 , 4 , 4 , 9 , 5 , 24 , 1 , 55 ,LIVERPOOL, 3 , 2 , 4 , 9 , 6 , 14 , 2 , 53 ,0
2004,PORTSMOUTH, 5 , 4 , 0 , 18 , 6 , 19 , 0 , 62 ,NEWCASTLE, 2 , 2 , 5 , 16 , 8 , 16 , 1 , 55 ,0
2004,BIRMINGHAM, 3 , 3 , 3 , 8 , 3 , 14 , 2 , 43 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,1
2004,BIRMINGHAM, 3 , 3 , 3 , 8 , 3 , 14 , 2 , 43 ,BOLTON, 3 , 5 , 2 , 21 , 4 , 11 , 1 , 74 ,1
2004,MIDDLESBROUGH, 2 , 5 , 3 , 6 , 1 , 18 , 0 , 62 ,TOTTENHAM, 1 , 6 , 2 , 15 , 5 , 15 , 0 , 80 ,1
2004,BIRMINGHAM, 3 , 3 , 3 , 8 , 3 , 14 , 2 , 43 ,LEICESTER, 2 , 6 , 1 , 18 , 9 , 13 , 1 , 66 ,-1
2004,BLACKBURN, 3 , 5 , 1 , 13 , 7 , 16 , 1 , 73 ,ARSENAL, 6 , 0 , 4 , 6 , 3 , 18 , 0 , 52 ,-1
2004,BOLTON, 2 , 1 , 6 , 10 , 5 , 17 , 0 , 86 ,CHELSEA, 6 , 2 , 2 , 9 , 4 , 15 , 0 , 45 ,-1
2004,CHARLTON, 3 , 3 , 3 , 13 , 7 , 12 , 2 , 48 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,1
2004,EVERTON, 5 , 2 , 3 , 15 , 9 , 16 , 1 , 70 ,PORTSMOUTH, 0 , 6 , 4 , 18 , 8 , 10 , 0 , 59 ,1
2004,FULHAM, 5 , 3 , 2 , 16 , 8 , 12 , 1 , 56 ,LEEDS, 2 , 6 , 1 , 25 , 10 , 7 , 0 , 76 ,1
2004,MAN CITY, 2 , 3 , 4 , 15 , 3 , 12 , 1 , 87 ,MAN UNITED, 7 , 2 , 0 , 6 , 2 , 19 , 1 , 37 ,1
2004,SOUTHAMPTON, 5 , 4 , 1 , 11 , 4 , 13 , 1 , 75 ,LIVERPOOL, 3 , 2 , 4 , 9 , 6 , 14 , 2 , 53 ,1
2004,TOTTENHAM, 4 , 5 , 1 , 14 , 3 , 15 , 0 , 69 ,NEWCASTLE, 2 , 2 , 5 , 16 , 8 , 16 , 1 , 55 ,1
2004,WOLVES, 3 , 2 , 3 , 10 , 2 , 15 , 0 , 34 ,ASTON VILLA, 1 , 6 , 3 , 16 , 5 , 10 , 0 , 60 ,-1
2004,LIVERPOOL, 4 , 4 , 1 , 15 , 5 , 10 , 0 , 70 ,PORTSMOUTH, 0 , 6 , 4 , 18 , 8 , 10 , 0 , 59 ,1
2004,ARSENAL, 7 , 0 , 2 , 16 , 7 , 13 , 1 , 68 ,BOLTON, 3 , 5 , 2 , 21 , 4 , 11 , 1 , 74 ,1
2004,ASTON VILLA, 5 , 1 , 3 , 13 , 8 , 9 , 0 , 69 ,BLACKBURN, 3 , 5 , 2 , 14 , 8 , 12 , 1 , 72 ,-1
2004,CHELSEA, 7 , 1 , 1 , 20 , 12 , 7 , 1 , 52 ,FULHAM, 3 , 4 , 2 , 15 , 8 , 13 , 1 , 72 ,1
2004,LEICESTER, 2 , 3 , 5 , 13 , 6 , 16 , 2 , 62 ,EVERTON, 1 , 6 , 2 , 16 , 10 , 10 , 1 , 65 ,0
2004,LIVERPOOL, 4 , 4 , 1 , 15 , 5 , 10 , 0 , 70 ,WOLVES, 0 , 8 , 2 , 24 , 10 , 20 , 0 , 100 ,1
2004,MAN UNITED, 8 , 1 , 1 , 24 , 12 , 10 , 0 , 73 ,TOTTENHAM, 1 , 6 , 2 , 15 , 5 , 15 , 0 , 80 ,1
2004,MIDDLESBROUGH, 2 , 5 , 3 , 6 , 1 , 18 , 0 , 62 ,BIRMINGHAM, 4 , 3 , 2 , 8 , 2 , 16 , 3 , 60 ,1
2004,NEWCASTLE, 4 , 3 , 3 , 14 , 6 , 14 , 0 , 90 ,CHARLTON, 5 , 2 , 3 , 8 , 5 , 20 , 0 , 82 ,1
2004,PORTSMOUTH, 5 , 4 , 0 , 18 , 6 , 19 , 0 , 62 ,SOUTHAMPTON, 2 , 3 , 4 , 8 , 5 , 12 , 0 , 74 ,1
2004,LEEDS, 2 , 4 , 4 , 9 , 5 , 24 , 1 , 55 ,MAN CITY, 3 , 5 , 2 , 14 , 4 , 14 , 1 , 59 ,1
2004,BIRMINGHAM, 3 , 3 , 3 , 8 , 3 , 14 , 2 , 43 ,LEEDS, 2 , 6 , 1 , 25 , 10 , 7 , 0 , 76 ,1
2004,BLACKBURN, 3 , 5 , 1 , 13 , 7 , 16 , 1 , 73 ,PORTSMOUTH, 0 , 6 , 4 , 18 , 8 , 10 , 0 , 59 ,-1
2004,CHARLTON, 3 , 3 , 3 , 13 , 7 , 12 , 2 , 48 ,ASTON VILLA, 1 , 6 , 3 , 16 , 5 , 10 , 0 , 60 ,-1
2004,CHELSEA, 7 , 1 , 1 , 20 , 12 , 7 , 1 , 52 ,WOLVES, 0 , 8 , 2 , 24 , 10 , 20 , 0 , 100 ,1
2004,EVERTON, 5 , 2 , 3 , 15 , 9 , 16 , 1 , 70 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,0
2004,MAN CITY, 2 , 3 , 4 , 15 , 3 , 12 , 1 , 87 ,FULHAM, 3 , 4 , 2 , 15 , 8 , 13 , 1 , 72 ,0
2004,SOUTHAMPTON, 5 , 4 , 1 , 11 , 4 , 13 , 1 , 75 ,TOTTENHAM, 1 , 6 , 2 , 15 , 5 , 15 , 0 , 80 ,1
2004,ARSENAL, 7 , 0 , 2 , 16 , 7 , 13 , 1 , 68 ,MAN UNITED, 7 , 2 , 0 , 6 , 2 , 19 , 1 , 37 ,0
2004,BOLTON, 2 , 1 , 6 , 10 , 5 , 17 , 0 , 86 ,NEWCASTLE, 2 , 2 , 5 , 16 , 8 , 16 , 1 , 55 ,1
2004,LEICESTER, 2 , 3 , 5 , 13 , 6 , 16 , 2 , 62 ,LIVERPOOL, 3 , 2 , 4 , 9 , 6 , 14 , 2 , 53 ,0
2004,FULHAM, 5 , 3 , 2 , 16 , 8 , 12 , 1 , 56 ,BIRMINGHAM, 4 , 3 , 2 , 8 , 2 , 16 , 3 , 60 ,0
2004,MIDDLESBROUGH, 2 , 5 , 3 , 6 , 1 , 18 , 0 , 62 ,BOLTON, 3 , 5 , 2 , 21 , 4 , 11 , 1 , 74 ,1
2004,NEWCASTLE, 4 , 3 , 3 , 14 , 6 , 14 , 0 , 90 ,EVERTON, 1 , 6 , 2 , 16 , 10 , 10 , 1 , 65 ,1
2004,TOTTENHAM, 4 , 5 , 1 , 14 , 3 , 15 , 0 , 69 ,CHELSEA, 6 , 2 , 2 , 9 , 4 , 15 , 0 , 45 ,-1
2004,WOLVES, 3 , 2 , 3 , 10 , 2 , 15 , 0 , 34 ,SOUTHAMPTON, 2 , 3 , 4 , 8 , 5 , 12 , 0 , 74 ,-1
2004,ASTON VILLA, 5 , 1 , 3 , 13 , 8 , 9 , 0 , 69 ,MAN CITY, 3 , 5 , 2 , 14 , 4 , 14 , 1 , 59 ,0
2004,LIVERPOOL, 4 , 4 , 1 , 15 , 5 , 10 , 0 , 70 ,BLACKBURN, 3 , 5 , 2 , 14 , 8 , 12 , 1 , 72 ,1
2004,LEEDS, 2 , 4 , 4 , 9 , 5 , 24 , 1 , 55 ,LEICESTER, 2 , 6 , 1 , 18 , 9 , 13 , 1 , 66 ,1
2004,ARSENAL, 7 , 0 , 2 , 16 , 7 , 13 , 1 , 68 ,LIVERPOOL, 3 , 2 , 4 , 9 , 6 , 14 , 2 , 53 ,1
2004,EVERTON, 5 , 2 , 3 , 15 , 9 , 16 , 1 , 70 ,TOTTENHAM, 1 , 6 , 2 , 15 , 5 , 15 , 0 , 80 ,1
2004,BIRMINGHAM, 3 , 3 , 3 , 8 , 3 , 14 , 2 , 43 ,MAN UNITED, 7 , 2 , 0 , 6 , 2 , 19 , 1 , 37 ,-1
2004,BLACKBURN, 3 , 5 , 1 , 13 , 7 , 16 , 1 , 73 ,LEEDS, 2 , 6 , 1 , 25 , 10 , 7 , 0 , 76 ,-1
2004,BOLTON, 2 , 1 , 6 , 10 , 5 , 17 , 0 , 86 ,ASTON VILLA, 1 , 6 , 3 , 16 , 5 , 10 , 0 , 60 ,0
2004,CHARLTON, 3 , 3 , 3 , 13 , 7 , 12 , 2 , 48 ,PORTSMOUTH, 0 , 6 , 4 , 18 , 8 , 10 , 0 , 59 ,0
2004,CHELSEA, 7 , 1 , 1 , 20 , 12 , 7 , 1 , 52 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,0
2004,LEICESTER, 2 , 3 , 5 , 13 , 6 , 16 , 2 , 62 ,FULHAM, 3 , 4 , 2 , 15 , 8 , 13 , 1 , 72 ,-1
2004,MAN CITY, 2 , 3 , 4 , 15 , 3 , 12 , 1 , 87 ,WOLVES, 0 , 8 , 2 , 24 , 10 , 20 , 0 , 100 ,0
2004,NEWCASTLE, 4 , 3 , 3 , 14 , 6 , 14 , 0 , 90 ,ARSENAL, 6 , 0 , 4 , 6 , 3 , 18 , 0 , 52 ,0
2004,ASTON VILLA, 5 , 1 , 3 , 13 , 8 , 9 , 0 , 69 ,CHELSEA, 6 , 2 , 2 , 9 , 4 , 15 , 0 , 45 ,1
2004,FULHAM, 5 , 3 , 2 , 16 , 8 , 12 , 1 , 56 ,BLACKBURN, 3 , 5 , 2 , 14 , 8 , 12 , 1 , 72 ,-1
2004,LIVERPOOL, 4 , 4 , 1 , 15 , 5 , 10 , 0 , 70 ,CHARLTON, 5 , 2 , 3 , 8 , 5 , 20 , 0 , 82 ,-1
2004,MIDDLESBROUGH, 2 , 5 , 3 , 6 , 1 , 18 , 0 , 62 ,SOUTHAMPTON, 2 , 3 , 4 , 8 , 5 , 12 , 0 , 74 ,1
2004,PORTSMOUTH, 5 , 4 , 0 , 18 , 6 , 19 , 0 , 62 ,BIRMINGHAM, 4 , 3 , 2 , 8 , 2 , 16 , 3 , 60 ,1
2004,TOTTENHAM, 4 , 5 , 1 , 14 , 3 , 15 , 0 , 69 ,MAN CITY, 3 , 5 , 2 , 14 , 4 , 14 , 1 , 59 ,0
2004,WOLVES, 3 , 2 , 3 , 10 , 2 , 15 , 0 , 34 ,BOLTON, 3 , 5 , 2 , 21 , 4 , 11 , 1 , 74 ,-1
2004,LEEDS, 2 , 4 , 4 , 9 , 5 , 24 , 1 , 55 ,EVERTON, 1 , 6 , 2 , 16 , 10 , 10 , 1 , 65 ,0
2004,MAN UNITED, 8 , 1 , 1 , 24 , 12 , 10 , 0 , 73 ,LEICESTER, 2 , 6 , 1 , 18 , 9 , 13 , 1 , 66 ,1
2004,ARSENAL, 7 , 0 , 2 , 16 , 7 , 13 , 1 , 68 ,LEEDS, 2 , 6 , 1 , 25 , 10 , 7 , 0 , 76 ,1
2004,BLACKBURN, 3 , 5 , 1 , 13 , 7 , 16 , 1 , 73 ,LEICESTER, 2 , 6 , 1 , 18 , 9 , 13 , 1 , 66 ,1
2004,BOLTON, 2 , 1 , 6 , 10 , 5 , 17 , 0 , 86 ,TOTTENHAM, 1 , 6 , 2 , 15 , 5 , 15 , 0 , 80 ,1
2004,CHARLTON, 3 , 3 , 3 , 13 , 7 , 12 , 2 , 48 ,BIRMINGHAM, 4 , 3 , 2 , 8 , 2 , 16 , 3 , 60 ,0
2004,CHELSEA, 7 , 1 , 1 , 20 , 12 , 7 , 1 , 52 ,EVERTON, 1 , 6 , 2 , 16 , 10 , 10 , 1 , 65 ,0
2004,LIVERPOOL, 4 , 4 , 1 , 15 , 5 , 10 , 0 , 70 ,FULHAM, 3 , 4 , 2 , 15 , 8 , 13 , 1 , 72 ,0
2004,MAN CITY, 2 , 3 , 4 , 15 , 3 , 12 , 1 , 87 ,SOUTHAMPTON, 2 , 3 , 4 , 8 , 5 , 12 , 0 , 74 ,-1
2004,PORTSMOUTH, 5 , 4 , 0 , 18 , 6 , 19 , 0 , 62 ,MAN UNITED, 7 , 2 , 0 , 6 , 2 , 19 , 1 , 37 ,1
2004,WOLVES, 3 , 2 , 3 , 10 , 2 , 15 , 0 , 34 ,MIDDLESBROUGH, 3 , 2 , 3 , 7 , 3 , 17 , 1 , 63 ,1
2004,ASTON VILLA, 5 , 1 , 3 , 13 , 8 , 9 , 0 , 69 ,NEWCASTLE, 2 , 2 , 5 , 16 , 8 , 16 , 1 , 55 ,0
2004,MAN UNITED, 8 , 1 , 1 , 24 , 12 , 10 , 0 , 73 ,CHARLTON, 5 , 2 , 3 , 8 , 5 , 20 , 0 , 82 ,1
2004,EVERTON, 5 , 2 , 3 , 15 , 9 , 16 , 1 , 70 ,BLACKBURN, 3 , 5 , 2 , 14 , 8 , 12 , 1 , 72 ,-1
2004,FULHAM, 5 , 3 , 2 , 16 , 8 , 12 , 1 , 56 ,CHARLTON, 5 , 2 , 3 , 8 , 5 , 20 , 0 , 82 ,1
2004,LEICESTER, 2 , 3 , 5 , 13 , 6 , 16 , 2 , 62 ,MAN CITY, 3 , 5 , 2 , 14 , 4 , 14 , 1 , 59 ,0
2004,MAN UNITED, 8 , 1 , 1 , 24 , 12 , 10 , 0 , 73 ,LIVERPOOL, 3 , 2 , 4 , 9 , 6 , 14 , 2 , 53 ,-1
2004,MIDDLESBROUGH, 2 , 5 , 3 , 6 , 1 , 18 , 0 , 62 ,ASTON VILLA, 1 , 6 , 3 , 16 , 5 , 10 , 0 , 60 ,-1
